transaction_id,card_id,amount,merchant_name,merchant_category,transaction_date,location,status
1001,45,8000,zomato,food,2024-10-20,mumbai,failed
1002,281,1655,paytm,finance,2024-12-15,nagpur,failed
1003,342,5763,flipkart,ecommerce,2024-10-26,mumbai,completed
1004,333,7193,swiggy,food,2024-09-23,pune,failed
1005,296,5623,swiggy,food,2024-11-03,mumbai,failed
1006,156,9337,hdfc bank,banking,2024-12-23,ahmedabad,failed
1007,475,3780,swiggy,food,2024-10-30,ahmedabad,failed
1008,234,442,paytm,finance,2024-10-09,jaipur,completed
1009,357,3034,nykaa,beauty,2024-12-02,delhi,failed
1010,125,6118,croma,electronics,2024-09-09,surat,pending
1011,405,3748,snapdeal,ecommerce,2024-11-17,delhi,completed
1012,228,2718,amazon,ecommerce,2024-10-13,hyderabad,failed
1013,103,2503,croma,electronics,2024-10-29,surat,completed
1014,157,921,paytm,finance,2024-10-02,ahmedabad,completed
1015,135,7586,lenskart,eyewear,2024-09-10,delhi,completed
1016,41,4157,flipkart,ecommerce,2024-09-03,hyderabad,pending
1017,212,1434,tata cliq,ecommerce,2024-12-13,kolkata,pending
1018,323,2533,snapdeal,ecommerce,2024-11-11,surat,failed
1019,111,4391,big bazaar,retail,2024-10-21,pune,completed
1020,160,5241,snapdeal,ecommerce,2024-11-26,nagpur,completed
1021,227,6820,big bazaar,retail,2024-10-28,nagpur,completed
1022,177,7420,swiggy,food,2024-09-24,cochin,completed
1023,424,9268,bookmyshow,entertainment,2024-11-17,pune,completed
1024,46,4471,nykaa,beauty,2024-11-18,cochin,completed
1025,498,8290,nykaa,beauty,2024-09-21,pune,completed
1026,50,5410,nykaa,beauty,2024-10-10,bangalore,failed
1027,295,4920,jabong,ecommerce,2024-11-19,mumbai,completed
1028,424,4779,lenskart,eyewear,2024-12-18,surat,completed
1029,317,6346,nykaa,beauty,2024-10-06,jaipur,failed
1030,466,9449,myntra,fashion,2024-10-13,bangalore,pending
1031,162,5904,nykaa,beauty,2024-10-07,mumbai,completed
1032,406,6110,tata cliq,ecommerce,2024-09-24,jaipur,completed
1033,125,6680,lenskart,eyewear,2024-09-27,chennai,completed
1034,67,2411,lenskart,eyewear,2024-12-09,delhi,completed
1035,406,9177,tata cliq,ecommerce,2024-09-10,mumbai,pending
1036,44,5728,croma,electronics,2024-11-29,nagpur,failed
1037,220,7508,hdfc bank,banking,2024-10-06,surat,completed
1038,316,282,zomato,food,2024-12-23,bangalore,completed
1039,30,3373,amazon,ecommerce,2024-09-18,pune,failed
1040,484,1065,paytm,finance,2024-12-13,ahmedabad,completed
1041,72,3857,lenskart,eyewear,2024-12-04,jaipur,failed
1042,360,5238,bookmyshow,entertainment,2024-12-19,surat,completed
1043,469,5309,snapdeal,ecommerce,2024-12-15,chennai,completed
1044,348,695,flipkart,ecommerce,2024-12-12,delhi,pending
1045,107,4689,snapdeal,ecommerce,2024-10-04,ahmedabad,pending
1046,260,6150,lenskart,eyewear,2024-10-06,nagpur,pending
1047,366,4901,lenskart,eyewear,2024-11-17,ahmedabad,completed
1048,481,7677,big bazaar,retail,2024-12-08,delhi,pending
1049,185,6336,swiggy,food,2024-10-23,mumbai,failed
1050,463,2297,myntra,fashion,2024-12-17,hyderabad,pending
1051,370,9639,reliance digital,electronics,2024-12-13,cochin,failed
1052,336,6606,tata cliq,ecommerce,2024-12-20,jaipur,pending
1053,3,9997,bookmyshow,entertainment,2024-11-08,hyderabad,completed
1054,188,3004,croma,electronics,2024-11-18,jaipur,pending
1055,163,104,reliance digital,electronics,2024-09-01,jaipur,failed
1056,438,9311,big bazaar,retail,2024-11-05,bangalore,failed
1057,289,978,nykaa,beauty,2024-09-09,mumbai,completed
1058,356,4658,big bazaar,retail,2024-10-06,bangalore,pending
1059,268,2933,jabong,ecommerce,2024-12-06,chennai,pending
1060,195,2817,hdfc bank,banking,2024-11-12,chennai,failed
1061,77,5264,paytm,finance,2024-12-30,cochin,completed
1062,248,6946,snapdeal,ecommerce,2024-11-20,bangalore,completed
1063,299,930,swiggy,food,2024-09-24,hyderabad,completed
1064,367,3650,nykaa,beauty,2024-12-12,pune,pending
1065,354,7161,reliance digital,electronics,2024-12-07,pune,failed
1066,76,2438,dominos,food,2024-12-28,mumbai,pending
1067,482,7924,swiggy,food,2024-12-12,bangalore,pending
1068,10,3192,dominos,food,2024-10-01,kolkata,failed
1069,87,2679,croma,electronics,2024-12-14,surat,failed
1070,319,9290,dominos,food,2024-10-12,nagpur,pending
1071,318,6427,zomato,food,2024-12-29,delhi,failed
1072,484,2946,tata cliq,ecommerce,2024-12-15,pune,completed
1073,256,3828,big bazaar,retail,2024-09-15,ahmedabad,failed
1074,439,3141,big bazaar,retail,2024-11-24,cochin,failed
1075,441,278,paytm,finance,2024-10-30,delhi,failed
1076,73,5576,croma,electronics,2024-10-22,chennai,pending
1077,450,9782,bookmyshow,entertainment,2024-12-12,ahmedabad,completed
1078,326,5475,paytm,finance,2024-10-24,delhi,failed
1079,305,7625,amazon,ecommerce,2024-11-27,kolkata,pending
1080,312,4271,flipkart,ecommerce,2024-09-03,cochin,failed
1081,426,4032,snapdeal,ecommerce,2024-09-21,cochin,pending
1082,431,6671,flipkart,ecommerce,2024-10-03,nagpur,failed
1083,248,9639,myntra,fashion,2024-09-26,jaipur,pending
1084,65,218,tata cliq,ecommerce,2024-11-14,ahmedabad,pending
1085,479,8721,reliance digital,electronics,2024-12-12,cochin,pending
1086,304,8163,jabong,ecommerce,2024-09-16,nagpur,pending
1087,279,9986,hdfc bank,banking,2024-09-11,mumbai,pending
1088,54,2263,reliance digital,electronics,2024-12-16,jaipur,completed
1089,190,9765,lenskart,eyewear,2024-12-05,bangalore,pending
1090,2,6160,swiggy,food,2024-11-07,nagpur,pending
1091,301,2112,hdfc bank,banking,2024-10-01,ahmedabad,failed
1092,60,2827,zomato,food,2024-12-25,nagpur,pending
1093,397,3105,reliance digital,electronics,2024-09-08,hyderabad,failed
1094,413,3175,nykaa,beauty,2024-12-30,kolkata,failed
1095,401,4527,reliance digital,electronics,2024-12-11,cochin,pending
1096,382,2391,reliance digital,electronics,2024-10-17,chennai,failed
1097,8,6168,myntra,fashion,2024-10-03,hyderabad,completed
1098,377,9191,reliance digital,electronics,2024-10-25,cochin,completed
1099,134,3342,bookmyshow,entertainment,2024-12-27,chennai,completed
1100,227,5063,paytm,finance,2024-11-06,delhi,completed
1101,97,9683,bookmyshow,entertainment,2024-09-15,delhi,failed
1102,432,1108,lenskart,eyewear,2024-09-10,cochin,completed
1103,481,3738,tata cliq,ecommerce,2024-11-14,kolkata,failed
1104,133,9849,swiggy,food,2024-09-22,chennai,completed
1105,132,4482,flipkart,ecommerce,2024-10-05,bangalore,completed
1106,340,8019,big bazaar,retail,2024-10-21,jaipur,completed
1107,392,8981,croma,electronics,2024-11-24,mumbai,failed
1108,92,459,lenskart,eyewear,2024-12-18,bangalore,pending
1109,414,5776,zomato,food,2024-10-09,jaipur,pending
1110,84,105,amazon,ecommerce,2024-12-12,mumbai,pending
1111,438,2831,tata cliq,ecommerce,2024-12-12,ahmedabad,pending
1112,425,6333,croma,electronics,2024-12-29,nagpur,completed
1113,351,5745,dominos,food,2024-12-26,bangalore,failed
1114,28,1447,jabong,ecommerce,2024-10-04,chennai,failed
1115,2,379,swiggy,food,2024-11-22,kolkata,completed
1116,423,9180,lenskart,eyewear,2024-09-27,jaipur,pending
1117,278,9989,reliance digital,electronics,2024-10-06,surat,pending
1118,270,500,dominos,food,2024-10-22,mumbai,completed
1119,254,6420,flipkart,ecommerce,2024-09-14,ahmedabad,pending
1120,487,6002,snapdeal,ecommerce,2024-09-05,hyderabad,completed
1121,192,1892,dominos,food,2024-11-20,surat,failed
1122,9,2577,jabong,ecommerce,2024-09-29,surat,pending
1123,425,6434,dominos,food,2024-09-08,kolkata,failed
1124,54,5824,flipkart,ecommerce,2024-10-15,pune,pending
1125,266,6307,nykaa,beauty,2024-10-12,cochin,failed
1126,78,3013,lenskart,eyewear,2024-12-07,surat,failed
1127,8,609,big bazaar,retail,2024-10-14,kolkata,completed
1128,169,3633,dominos,food,2024-11-04,mumbai,failed
1129,171,8768,reliance digital,electronics,2024-10-30,cochin,pending
1130,451,204,jabong,ecommerce,2024-10-20,cochin,pending
1131,490,3675,big bazaar,retail,2024-10-27,kolkata,completed
1132,273,4670,reliance digital,electronics,2024-11-21,chennai,failed
1133,374,3313,nykaa,beauty,2024-12-11,cochin,failed
1134,211,203,reliance digital,electronics,2024-11-16,mumbai,failed
1135,146,3195,amazon,ecommerce,2024-11-16,nagpur,pending
1136,485,4724,bookmyshow,entertainment,2024-11-18,cochin,completed
1137,462,4406,reliance digital,electronics,2024-09-03,delhi,pending
1138,32,7586,dominos,food,2024-11-18,kolkata,failed
1139,203,3264,zomato,food,2024-09-14,ahmedabad,pending
1140,292,4573,paytm,finance,2024-10-09,cochin,failed
1141,211,112,flipkart,ecommerce,2024-10-23,delhi,completed
1142,475,5888,tata cliq,ecommerce,2024-10-13,hyderabad,pending
1143,198,9333,swiggy,food,2024-10-11,nagpur,completed
1144,159,9434,paytm,finance,2024-09-04,chennai,pending
1145,267,4693,big bazaar,retail,2024-11-01,delhi,completed
1146,239,8009,amazon,ecommerce,2024-10-08,nagpur,failed
1147,5,302,swiggy,food,2024-10-31,mumbai,pending
1148,164,5196,paytm,finance,2024-12-24,pune,failed
1149,262,521,zomato,food,2024-11-06,bangalore,failed
1150,364,9675,paytm,finance,2024-09-05,kolkata,pending
1151,352,3432,swiggy,food,2024-11-24,pune,failed
1152,33,491,croma,electronics,2024-11-16,delhi,pending
1153,14,4526,nykaa,beauty,2024-12-19,hyderabad,failed
1154,213,8003,hdfc bank,banking,2024-12-24,cochin,failed
1155,92,8512,tata cliq,ecommerce,2024-10-31,ahmedabad,completed
1156,18,8917,nykaa,beauty,2024-10-18,cochin,pending
1157,263,5493,flipkart,ecommerce,2024-11-24,kolkata,pending
1158,494,8279,bookmyshow,entertainment,2024-10-13,hyderabad,completed
1159,203,2326,jabong,ecommerce,2024-11-21,surat,pending
1160,406,3589,swiggy,food,2024-12-02,hyderabad,failed
1161,35,3095,jabong,ecommerce,2024-12-23,nagpur,completed
1162,354,1399,jabong,ecommerce,2024-11-15,jaipur,completed
1163,382,7020,paytm,finance,2024-11-03,jaipur,pending
1164,262,1651,snapdeal,ecommerce,2024-09-20,kolkata,completed
1165,227,7903,big bazaar,retail,2024-10-10,ahmedabad,completed
1166,457,9826,snapdeal,ecommerce,2024-11-25,mumbai,completed
1167,49,2821,hdfc bank,banking,2024-09-08,cochin,completed
1168,342,8862,big bazaar,retail,2024-12-29,hyderabad,failed
1169,418,4944,bookmyshow,entertainment,2024-11-29,bangalore,completed
1170,193,7525,jabong,ecommerce,2024-11-19,jaipur,failed
1171,427,2313,tata cliq,ecommerce,2024-12-02,pune,failed
1172,454,8400,big bazaar,retail,2024-12-08,ahmedabad,pending
1173,430,3334,reliance digital,electronics,2024-10-30,kolkata,completed
1174,207,1330,paytm,finance,2024-10-25,ahmedabad,failed
1175,101,2185,big bazaar,retail,2024-09-19,bangalore,completed
1176,333,6411,swiggy,food,2024-09-23,bangalore,completed
1177,309,8913,reliance digital,electronics,2024-12-14,surat,failed
1178,220,703,paytm,finance,2024-11-25,nagpur,completed
1179,294,6753,paytm,finance,2024-11-11,pune,failed
1180,281,7795,zomato,food,2024-11-11,pune,completed
1181,175,6847,tata cliq,ecommerce,2024-12-26,jaipur,failed
1182,286,5997,lenskart,eyewear,2024-11-12,mumbai,pending
1183,45,2844,snapdeal,ecommerce,2024-10-25,chennai,completed
1184,121,4320,myntra,fashion,2024-12-25,hyderabad,completed
1185,109,4568,croma,electronics,2024-09-30,jaipur,failed
1186,442,1343,snapdeal,ecommerce,2024-10-29,nagpur,completed
1187,334,1732,tata cliq,ecommerce,2024-12-17,jaipur,pending
1188,421,3127,lenskart,eyewear,2024-11-24,bangalore,completed
1189,308,5705,bookmyshow,entertainment,2024-11-20,surat,pending
1190,278,5801,myntra,fashion,2024-11-09,hyderabad,pending
1191,114,5505,zomato,food,2024-09-30,hyderabad,failed
1192,3,5269,tata cliq,ecommerce,2024-10-01,pune,completed
1193,87,2002,myntra,fashion,2024-12-07,mumbai,completed
1194,333,234,myntra,fashion,2024-12-16,chennai,failed
1195,81,3834,bookmyshow,entertainment,2024-11-29,cochin,failed
1196,300,9558,big bazaar,retail,2024-12-29,bangalore,completed
1197,477,3249,lenskart,eyewear,2024-12-13,kolkata,pending
1198,135,3901,nykaa,beauty,2024-09-12,bangalore,completed
1199,149,4342,zomato,food,2024-12-01,pune,completed
1200,10,9599,nykaa,beauty,2024-12-17,surat,pending
1201,196,1772,tata cliq,ecommerce,2024-10-08,delhi,failed
1202,247,4619,myntra,fashion,2024-12-02,chennai,failed
1203,274,2571,amazon,ecommerce,2024-11-24,mumbai,failed
1204,223,7353,dominos,food,2024-12-14,jaipur,pending
1205,498,3214,flipkart,ecommerce,2024-10-04,kolkata,completed
1206,251,6550,myntra,fashion,2024-11-23,chennai,pending
1207,446,4584,amazon,ecommerce,2024-12-10,mumbai,failed
1208,359,2235,zomato,food,2024-10-21,jaipur,pending
1209,397,7606,amazon,ecommerce,2024-09-07,hyderabad,completed
